player_id,year_id,school_name,conf_abbr,class,pos,g,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_yds_per_int,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_yds_per_att,adj_pass_yds_per_att,pass_td,pass_int,pass_rating
0,*2015,Georgia,SEC,FR,S,8.0,11.0,14.0,25.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
0,*2017,Mississippi State,SEC,JR,DB,12.0,43.0,28.0,71.0,5.0,2.0,0.0,0.0,,0.0,5.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
0,*2018,Mississippi State,SEC,SR,S,13.0,53.0,46.0,99.0,9.0,3.0,2.0,9.0,4.5,0.0,5.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
3,2015,Florida Atlantic,CUSA,FR,LB,12.0,50.0,44.0,94.0,7.0,1.5,0.0,0.0,,0.0,2.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
3,2016,Florida Atlantic,CUSA,SO,LB,12.0,56.0,56.0,112.0,11.0,2.0,1.0,30.0,30.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
3,*2017,Florida Atlantic,CUSA,JR,LB,13.0,71.0,75.0,146.0,10.0,2.5,0.0,0.0,,0.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
3,2018,Florida Atlantic,CUSA,SR,LB,6.0,24.0,19.0,43.0,3.0,1.5,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
4,*2014,Texas A&M,SEC,FR,LB,8.0,15.0,11.0,26.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
4,*2015,Texas A&M,SEC,SO,LB,3.0,2.0,10.0,12.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
4,*2016,Texas A&M,SEC,SO,LB,12.0,24.0,41.0,65.0,7.0,1.0,0.0,0.0,,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
4,*2017,Texas A&M,SEC,JR,LB,12.0,37.0,41.0,78.0,12.0,5.5,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
4,*2018,Texas A&M,SEC,SR,LB,12.0,39.0,40.0,79.0,14.5,4.0,0.0,0.0,,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
5,*2015,Texas Tech,Big 12,FR,LB,11.0,45.0,42.0,87.0,6.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
5,*2017,Texas Tech,Big 12,JR,LB,13.0,58.0,43.0,101.0,6.0,2.0,2.0,36.0,18.0,0.0,4.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
5,2018,Texas Tech,Big 12,SR,LB,10.0,31.0,30.0,61.0,5.5,0.0,0.0,0.0,,0.0,2.0,2.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
6,2015,Kentucky,SEC,FR,LB,3.0,1.0,3.0,4.0,1.5,0.5,0.0,0.0,,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
6,*2016,Kentucky,SEC,SO,LB,13.0,32.0,30.0,62.0,8.5,7.0,0.0,0.0,,0.0,0.0,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
6,*2017,Kentucky,SEC,JR,LB,13.0,32.0,34.0,66.0,10.5,7.0,1.0,14.0,14.0,0.0,3.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
6,*2018,Kentucky,SEC,SR,LB,13.0,56.0,32.0,88.0,21.5,17.0,0.0,0.0,,0.0,4.0,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
7,2015,Boston College,ACC,FR,DE,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
7,*2016,Boston College,ACC,SO,DE,10.0,19.0,17.0,36.0,10.0,6.0,0.0,0.0,,0.0,4.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
7,*2017,Boston College,ACC,JR,DE,13.0,47.0,53.0,100.0,15.5,4.0,1.0,0.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
7,2018,Boston College,ACC,SR,DE,12.0,26.0,35.0,61.0,15.0,6.5,1.0,6.0,6.0,0.0,7.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
8,*2014,South Carolina,SEC,FR,LB,11.0,16.0,11.0,27.0,0.0,0.5,0.0,0.0,,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
8,2015,South Carolina,SEC,SO,LB,8.0,14.0,9.0,23.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
8,*2016,South Carolina,SEC,JR,LB,13.0,44.0,31.0,75.0,8.5,2.0,2.0,0.0,0.0,0.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
8,*2017,South Carolina,SEC,SR,LB,3.0,5.0,5.0,10.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
8,*2018,South Carolina,SEC,SR,LB,8.0,28.0,13.0,41.0,10.0,2.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
9,2016,Fresno State,MWC,FR,LB,8.0,8.0,13.0,21.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
9,*2017,Fresno State,MWC,SO,LB,14.0,79.0,47.0,126.0,5.5,2.0,0.0,0.0,,0.0,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
9,*2018,Fresno State,MWC,JR,LB,12.0,65.0,55.0,120.0,5.5,0.5,2.0,27.0,13.5,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
10,*2015,Oregon,Pac-12,FR,CB,10.0,20.0,5.0,25.0,2.0,0.0,2.0,31.0,15.5,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
10,2016,Oregon,Pac-12,SO,DB,12.0,31.0,11.0,42.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
10,*2017,Oregon,Pac-12,JR,CB,13.0,31.0,12.0,43.0,2.5,1.5,4.0,21.0,5.3,0.0,8.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
10,*2018,Oregon,Pac-12,SR,S,13.0,43.0,12.0,55.0,4.0,1.5,3.0,70.0,23.3,2.0,8.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
11,*2015,Oklahoma,Big 12,FR,RB,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,0.0,1.0,5.0,5.0,0.0,,,,,,,,,
11,*2017,Oklahoma,Big 12,SO,RB,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,188.0,1161.0,6.2,13.0,17.0,281.0,16.5,5.0,205.0,1442.0,7.0,18.0,,,,,,,,,
11,*2018,Oklahoma,Big 12,JR,RB,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,11.0,119.0,10.8,3.0,0.0,0.0,,0.0,11.0,119.0,10.8,3.0,,,,,,,,,
12,*2015,Stanford,Pac-12,FR,WR,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,
12,*2016,Stanford,Pac-12,SO,WR,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,24.0,379.0,15.8,5.0,24.0,379.0,15.8,5.0,,,,,,,,,
12,*2017,Stanford,Pac-12,JR,WR,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,48.0,781.0,16.3,9.0,48.0,781.0,16.3,9.0,,,,,,,,,
12,*2018,Stanford,Pac-12,SR,WR,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,63.0,1059.0,16.8,14.0,63.0,1059.0,16.8,14.0,,,,,,,,,
13,*2015,Temple,American,FR,RB,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,51.0,191.0,3.7,2.0,2.0,7.0,3.5,0.0,53.0,198.0,3.7,2.0,,,,,,,,,
13,*2016,Temple,American,SO,RB,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,156.0,919.0,5.9,14.0,5.0,41.0,8.2,0.0,161.0,960.0,6.0,14.0,,,,,,,,,
13,*2017,Temple,American,JR,RB,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,156.0,604.0,3.9,5.0,14.0,75.0,5.4,0.0,170.0,679.0,4.0,5.0,,,,,,,,,
13,*2018,Temple,American,SR,RB,10.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,210.0,1098.0,5.2,13.0,8.0,52.0,6.5,0.0,218.0,1150.0,5.3,13.0,,,,,,,,,
14,2015,Rutgers,Big Ten,FR,DB,9.0,27.0,4.0,31.0,2.0,0.0,1.0,50.0,50.0,1.0,3.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
14,2016,Rutgers,Big Ten,SO,DB,11.0,30.0,13.0,43.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
14,2017,Rutgers,Big Ten,JR,DB,4.0,7.0,5.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
14,2018,Rutgers,Big Ten,SR,DB,1.0,3.0,0.0,3.0,2.0,1.0,1.0,-8.0,-8.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
15,*2015,Stanford,Pac-12,FR,K,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,
15,*2016,Stanford,Pac-12,SO,P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,
15,*2017,Stanford,Pac-12,JR,P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,17.0,17.0,0.0,0.0,0.0,,0.0,1.0,17.0,17.0,0.0,,,,,,,,,
15,*2018,Stanford,Pac-12,SR,P,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,
16,2015,South Carolina,SEC,FR,OL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
17,2015,Kentucky,SEC,FR,DB,9.0,14.0,5.0,19.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
17,*2016,Kentucky,SEC,SO,CB,12.0,36.0,6.0,42.0,2.0,0.0,3.0,10.0,3.3,0.0,7.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
17,*2017,Kentucky,SEC,JR,CB,13.0,35.0,14.0,49.0,0.5,0.0,2.0,48.0,24.0,0.0,9.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
17,*2018,Kentucky,SEC,SR,CB,13.0,27.0,11.0,38.0,2.5,0.0,1.0,17.0,17.0,0.0,7.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
18,*2015,Georgia,SEC,FR,CB,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
18,*2016,Georgia,SEC,SO,CB,8.0,21.0,10.0,31.0,1.0,1.0,2.0,27.0,13.5,0.0,5.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
18,*2017,Georgia,SEC,JR,DB,15.0,30.0,14.0,44.0,1.0,0.0,3.0,37.0,12.3,0.0,9.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
18,*2018,Georgia,SEC,SR,DB,12.0,31.0,9.0,40.0,2.0,0.0,2.0,81.0,40.5,0.0,9.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
20,2015,Louisiana-Monroe,Sun Belt,FR,DL,13.0,23.0,21.0,44.0,10.5,3.0,0.0,0.0,,0.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
20,*2017,TCU,Big 12,JR,DE,14.0,32.0,23.0,55.0,16.5,8.5,0.0,0.0,,0.0,1.0,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
20,*2018,TCU,Big 12,SR,DE,13.0,43.0,14.0,57.0,18.0,8.5,0.0,0.0,,0.0,0.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
21,*2015,Kansas State,Big 12,FR,RB,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,
21,*2016,Kansas State,Big 12,FR,RB,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,56.0,442.0,7.9,6.0,0.0,0.0,,0.0,56.0,442.0,7.9,6.0,0.0,0.0,,0.0,,,0.0,0.0,
21,*2017,Kansas State,Big 12,SO,RB,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,146.0,819.0,5.6,7.0,5.0,29.0,5.8,0.0,151.0,848.0,5.6,7.0,1.0,1.0,100.0,3.0,3.0,23.0,1.0,0.0,455.2
21,2018,Kansas State,Big 12,JR,RB,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,1.0,256.0,1355.0,5.3,12.0,20.0,194.0,9.7,0.0,276.0,1549.0,5.6,12.0,0.0,0.0,,0.0,,,0.0,0.0,
23,*2015,Utah,Pac-12,FR,LB,5.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
23,*2016,Utah,Pac-12,SO,LB,9.0,37.0,29.0,66.0,8.5,1.0,0.0,0.0,,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
23,*2017,Utah,Pac-12,JR,LB,11.0,23.0,22.0,45.0,4.5,4.0,0.0,0.0,,0.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
23,*2018,Utah,Pac-12,SR,LB,14.0,69.0,48.0,117.0,11.5,4.0,1.0,7.0,7.0,0.0,6.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
24,*2015,Utah,Pac-12,FR,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,*2018,Utah,Pac-12,SR,OL,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
25,*2015,Penn State,Big Ten,FR,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,*2016,Penn State,Big Ten,FR,G,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
26,*2015,LSU,SEC,SO,S,6.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
26,*2016,LSU,SEC,JR,S,11.0,21.0,18.0,39.0,2.0,1.0,0.0,0.0,,0.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
26,*2017,LSU,SEC,JR,S,12.0,36.0,25.0,61.0,2.5,0.5,1.0,19.0,19.0,0.0,4.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
26,*2018,LSU,SEC,SR,S,9.0,13.0,26.0,39.0,0.0,0.0,3.0,29.0,9.7,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
27,2015,Missouri,SEC,FR,DL,9.0,13.0,14.0,27.0,8.0,3.0,0.0,0.0,,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
27,2016,Missouri,SEC,SO,DL,7.0,16.0,8.0,24.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
27,*2017,Missouri,SEC,JR,DL,13.0,20.0,15.0,35.0,11.0,7.0,1.0,49.0,49.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
27,*2018,Missouri,SEC,SR,DL,13.0,24.0,10.0,34.0,11.0,3.5,0.0,0.0,,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
28,2015,Fresno State,MWC,FR,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2016,Fresno State,MWC,FR,DB,11.0,17.0,18.0,35.0,2.5,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
28,*2017,Fresno State,MWC,SO,DB,12.0,51.0,26.0,77.0,3.0,0.0,1.0,18.0,18.0,0.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
28,*2018,Fresno State,MWC,JR,DB,14.0,53.0,34.0,87.0,3.5,0.5,3.0,1.0,0.3,0.0,8.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
29,*2015,Wisconsin,Big Ten,FR,OL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
29,*2016,Wisconsin,Big Ten,SO,OL,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
30,*2017,Utah,Pac-12,JR,DB,8.0,35.0,12.0,47.0,3.0,0.0,0.0,0.0,,0.0,2.0,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
30,*2018,Utah,Pac-12,SR,DB,14.0,44.0,15.0,59.0,2.0,0.0,2.0,5.0,2.5,0.0,2.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
31,2015,Missouri,SEC,FR,TE,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,
31,2016,Missouri,SEC,SO,TE,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,16.0,161.0,10.1,3.0,16.0,161.0,10.1,3.0,,,,,,,,,
31,*2017,Missouri,SEC,JR,TE,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,6.0,138.0,23.0,1.0,6.0,138.0,23.0,1.0,,,,,,,,,
31,*2018,Missouri,SEC,SR,TE,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,22.0,177.0,8.0,2.0,22.0,177.0,8.0,2.0,,,,,,,,,
32,*2016,Ohio State,Big Ten,FR,DE,12.0,17.0,12.0,29.0,7.0,5.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
32,*2017,Ohio State,Big Ten,SO,DL,14.0,19.0,15.0,34.0,16.0,8.5,0.0,0.0,,0.0,2.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
32,*2018,Ohio State,Big Ten,JR,DE,3.0,11.0,3.0,14.0,6.0,4.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
33,2015,Texas,Big 12,FR,CB,9.0,9.0,7.0,16.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
33,2016,Texas,Big 12,SO,CB,11.0,42.0,6.0,48.0,1.5,0.0,1.0,0.0,0.0,0.0,5.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
33,*2017,Texas,Big 12,JR,CB,12.0,37.0,17.0,54.0,0.5,0.0,2.0,70.0,35.0,0.0,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
33,*2018,Texas,Big 12,SR,DB,13.0,39.0,15.0,54.0,4.5,1.0,0.0,0.0,,0.0,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
34,*2015,Notre Dame,Ind,FR,WR,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,
34,2016,Notre Dame,Ind,SO,WR,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,6.0,81.0,13.5,1.0,6.0,81.0,13.5,1.0,,,,,,,,,
34,*2017,Notre Dame,Ind,JR,WR,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,12.0,253.0,21.1,2.0,12.0,253.0,21.1,2.0,,,,,,,,,
34,*2018,Notre Dame,Ind,SR,WR,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,59.0,872.0,14.8,8.0,59.0,872.0,14.8,8.0,,,,,,,,,
35,*2014,North Carolina State,ACC,FR,TE,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,
35,*2015,North Carolina State,ACC,FR,G,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,
35,*2016,North Carolina State,ACC,SO,G,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,
35,*2018,North Carolina State,ACC,SR,C,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,9.0,9.0,1.0,0.0,0.0,,0.0,1.0,9.0,9.0,1.0,,,,,,,,,
36,*2015,Miami (FL),ACC,SO,WR,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,9.0,112.0,12.4,1.0,9.0,112.0,12.4,1.0,0.0,0.0,,0.0,,,0.0,0.0,
36,*2017,Marshall,CUSA,JR,WR,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,62.0,942.0,15.2,8.0,62.0,942.0,15.2,8.0,0.0,0.0,,0.0,,,0.0,0.0,
36,*2018,Marshall,CUSA,SR,WR,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,14.0,14.0,0.0,71.0,1002.0,14.1,9.0,72.0,1016.0,14.1,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,*2015,Oklahoma State,Big 12,FR,DE,9.0,18.0,5.0,23.0,3.5,1.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
37,*2017,Oklahoma State,Big 12,JR,DE,13.0,34.0,23.0,57.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
37,*2018,Oklahoma State,Big 12,JR,DE,13.0,38.0,17.0,55.0,17.0,10.0,0.0,0.0,,0.0,1.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
38,*2015,LSU,SEC,FR,RB,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,1.0,12.0,65.0,5.4,0.0,1.0,-1.0,-1.0,0.0,13.0,64.0,4.9,0.0,,,,,,,,,
38,*2016,LSU,SEC,SO,RB,6.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,15.0,145.0,9.7,0.0,0.0,0.0,,0.0,15.0,145.0,9.7,0.0,,,,,,,,,
38,*2017,LSU,SEC,JR,RB,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,19.0,96.0,5.1,0.0,0.0,0.0,,0.0,19.0,96.0,5.1,0.0,,,,,,,,,
38,*2018,LSU,SEC,SR,RB,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,240.0,1039.0,4.3,14.0,14.0,78.0,5.6,0.0,254.0,1117.0,4.4,14.0,,,,,,,,,
40,2016,Ole Miss,SEC,FR,WR,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,29.0,412.0,14.2,2.0,29.0,412.0,14.2,2.0,,,,,,,,,
40,2017,Ole Miss,SEC,SO,WR,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,75.0,1252.0,16.7,11.0,75.0,1252.0,16.7,11.0,,,,,,,,,
40,2018,Ole Miss,SEC,JR,WR,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,85.0,1320.0,15.5,6.0,85.0,1320.0,15.5,6.0,,,,,,,,,
41,2015,Troy,Sun Belt,SO,WR,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,
41,*2016,Troy,Sun Belt,SO,CB,11.0,28.0,6.0,34.0,0.5,0.5,6.0,88.0,14.7,0.0,4.0,0.0,,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,
41,*2017,Troy,Sun Belt,JR,CB,11.0,23.0,10.0,33.0,0.0,0.0,5.0,93.0,18.6,1.0,6.0,0.0,,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,
41,*2018,Troy,Sun Belt,SR,CB,13.0,25.0,19.0,44.0,1.5,0.0,1.0,0.0,0.0,0.0,6.0,1.0,,,0.0,0.0,0.0,,0.0,1.0,10.0,10.0,0.0,1.0,10.0,10.0,0.0,,,,,,,,,
43,*2017,Oklahoma,Big 12,SO,WR,13.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,57.0,1095.0,19.2,7.0,58.0,1095.0,18.9,7.0,,,,,,,,,
43,*2018,Oklahoma,Big 12,JR,WR,12.0,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,75.0,1318.0,17.6,10.0,77.0,1318.0,17.1,10.0,,,,,,,,,
